Date,Hour,SST,Press
2002-03-28,11,10.3,1018.92
2002-03-28,12,10.3,1017.83
2002-03-28,13,10.33,1016.83
2002-03-28,14,10.44,1015.33
2002-03-28,15,10.5,1014.92
2002-03-28,16,10.55,1014.0
2002-03-28,17,10.68,1014.0
2002-03-28,18,10.8,1013.17
2002-03-28,19,10.76,1013.0
2002-03-28,20,10.7,1013.08
2002-03-28,21,10.7,1012.92
2002-03-28,22,10.7,1012.0
2002-03-28,23,10.7,1011.92
2002-03-29,0,10.7,1011.33
2002-03-29,1,10.7,1011.0
2002-03-29,2,10.7,1010.58
2002-03-29,3,10.61,1010.0
2002-03-29,4,10.68,1010.0
2002-03-29,5,10.7,1010.0
2002-03-29,6,10.7,1010.375
2002-03-29,7,10.7,1010.75
2002-03-29,8,10.7,1010.42
2002-03-29,9,10.72,1010.17
2002-03-29,10,10.8,1010.0
2002-03-29,11,10.79,1009.5
2002-03-29,12,10.77,1009.08
2002-03-29,13,10.75,1008.67
2002-03-29,14,10.8,1008.0
2002-03-29,15,10.8,1008.0
2002-03-29,16,10.8,1008.0
2002-03-29,17,10.8,1008.25
2002-03-29,18,10.8,1008.5
2002-03-29,19,10.8,1008.75
2002-03-29,20,10.8,1009.0
2002-03-29,21,10.8,1009.17
2002-03-29,22,10.8,1010.0
2002-03-29,23,10.8,1010.0
2002-03-30,0,10.8,1010.0
2002-03-30,1,10.84,1010.2
2002-03-30,2,10.8,1010.4
2002-03-30,3,10.84,1010.6
2002-03-30,4,10.87,1010.8
2002-03-30,5,10.9,1011.0
2002-03-30,6,10.9,1011.0
2002-03-30,7,10.8,1011.0
2002-03-30,8,10.8,1011.18
2002-03-30,9,10.8,1012.0
2002-03-30,10,10.8,1011.67
2002-03-30,11,10.8,1012.42
2002-03-30,12,10.8,1011.58
2002-03-30,13,10.8,1011.0
2002-03-30,14,10.94,1010.08
2002-03-30,15,11.11,1009.08
2002-03-30,16,11.19,1009.0
2002-03-30,17,11.2,1009.0
2002-03-30,18,11.2,1008.11
2002-03-30,19,11.2,1008.0
2002-03-30,20,11.13,1008.0
2002-03-30,21,11.17,1008.0
2002-03-30,22,11.21,1007.0
2002-03-30,23,11.3,1007.0
2002-03-31,0,11.31,1006.0
2002-03-31,1,11.28,1005.42
2002-03-31,2,11.23,1004.75
2002-03-31,3,11.32,1005.17
2002-03-31,4,11.3,1005.42
2002-03-31,5,11.3,1006.08
2002-03-31,6,11.4,1006.08
2002-03-31,7,11.39,1007.0
2002-03-31,8,11.23,1007.42
2002-03-31,9,11.12,1008.42
2002-03-31,10,11.22,1009.0
2002-03-31,11,11.36,1009.0
2002-03-31,12,11.52,1009.0
2002-03-31,13,11.6,1010.0
2002-03-31,14,11.6,1009.67
2002-03-31,15,11.64,1009.0
2002-03-31,16,11.68,1009.58
2002-03-31,17,11.7,1010.0
2002-03-31,18,11.77,1010.08
2002-03-31,19,11.78,1011.0
2002-03-31,20,11.8,1011.0
2002-03-31,21,11.73,1011.92
2002-03-31,22,11.81,1012.0
2002-03-31,23,11.9,1012.08
2002-04-01,0,11.89,1012.0
2002-04-01,1,11.73,1011.25
2002-04-01,2,11.85,1011.0
2002-04-01,3,12,1010.75
2002-04-01,4,11.98,1010.0
2002-04-01,5,11.82,1010.0
2002-04-01,6,11.8,1010.0
2002-04-01,7,11.73,1010.1
2002-04-01,8,11.7,1010.2
2002-04-01,9,11.7,1010.31
2002-04-01,10,11.7,1009.75
2002-04-01,11,11.7,1009.0
2002-04-01,12,11.81,1009.0
2002-04-01,13,11.98,1008.75
2002-04-01,14,12.09,1008.0
2002-04-01,15,12.06,1007.33
2002-04-01,16,12,1007.0
2002-04-01,17,12,1007.0
2002-04-01,18,11.93,1007.09
2002-04-01,19,11.9,1007.25
2002-04-01,20,11.9,1007.5
2002-04-01,21,11.96,1008.17
2002-04-01,22,11.9,1009.0
2002-04-01,23,11.84,1009.25
2002-04-02,0,11.8,1010.0
2002-04-02,1,11.8,1010.0
2002-04-02,2,11.8,1010.0
2002-04-02,3,11.8,1009.5
2002-04-02,4,11.88,1009.0
2002-04-02,5,11.88,1009.0
2002-04-02,6,11.91,1009.0
2002-04-02,7,12,1010.0
2002-04-02,8,11.98,1010.0
2002-04-02,9,11.9,1010.0
2002-04-02,10,11.9,1009.5
2002-04-02,11,11.9,1009.0
2002-04-02,12,11.9,1009.0
2002-04-02,13,11.9,1008.5
2002-04-02,14,12.03,1007.75
2002-04-02,15,12.11,1007.0
2002-04-02,16,12.15,1006.92
2002-04-02,17,12.2,1006.0
2002-04-02,18,12.2,1006.0
2002-04-02,19,12.25,1006.0
2002-04-02,20,12.22,1005.665
2002-04-02,21,12.24,1005.33
2002-04-02,22,12.29,1004.92
2002-04-02,23,12.27,1004.0
2002-04-03,0,12.2,1004.0
2002-04-03,1,12.2,1003.0
2002-04-03,2,12.1,1003.0
2002-04-03,3,12,1002.92
2002-04-03,4,12,1002.67
2002-04-03,5,12,1003.75
2002-04-03,6,11.9,1004.83
2002-04-03,7,11.9,1006.75
2002-04-03,8,11.9,1009.25
2002-04-03,9,11.82,1010.25
2002-04-03,10,11.8,1011.17
2002-04-03,11,11.79,1011.92
2002-04-03,12,11.7,1012.92
2002-04-03,13,11.7,1013.08
2002-04-03,14,11.69,1013.0
2002-04-03,15,11.6,1013.08
2002-04-03,16,11.6,1013.25
2002-04-03,17,11.6,1014.0
2002-04-03,18,11.5,1014.5
2002-04-03,19,11.5,1014.92
2002-04-03,20,11.5,1015.0
2002-04-03,21,11.5,1015.25
2002-04-03,22,11.4,1016.0
2002-04-03,23,11.4,1016.25
2002-04-04,0,11.35,1017.0
2002-04-04,1,11.3,1016.0
2002-04-04,2,11.3,1016.25
2002-04-04,3,11.27,1017.0
2002-04-04,4,11.2,1017.0
2002-04-04,5,11.2,1016.08
2002-04-04,6,11.12,1016.25
2002-04-04,7,11.08,1017.0
2002-04-04,8,10.99,1017.25
2002-04-04,9,10.9,1018.0
2002-04-04,10,10.9,1018.0
2002-04-04,11,10.9,1017.9
2002-04-04,12,10.9,1017.0
2002-04-04,13,10.9,1017.0
2002-04-04,14,11.01,1017.0
2002-04-04,15,11.2,1017.25
2002-04-04,16,11.2,1017.5
2002-04-04,17,11.3,1017.75
2002-04-04,18,11.38,1018.0
2002-04-04,19,11.36,1018.0
2002-04-04,20,11.3,1018.92
2002-04-04,21,11.3,1019.0
2002-04-04,22,11.3,1019.0
2002-04-04,23,11.3,1019.0
2002-04-05,0,11.3,1018.8333333333334
2002-04-05,1,11.3,1018.6666666666666
2002-04-05,2,11.3,1018.5
2002-04-05,3,11.23,1018.25
2002-04-05,4,11.2,1018.67
2002-04-05,5,11.2,1019.0
2002-04-05,6,11.2,1019.0
2002-04-05,7,11.14,1019.0
2002-04-05,8,11.1,1019.33
2002-04-05,9,11.1,1019.0
2002-04-05,10,11.05,1019.67
2002-04-05,11,11,1019.17
2002-04-05,12,11,1019.0
2002-04-05,13,11,1019.0
2002-04-05,14,11,1018.17
2002-04-05,15,11,1017.75
2002-04-05,16,11,1017.0
2002-04-05,17,11.03,1017.33
2002-04-05,18,11.15,1018.0
2002-04-05,19,11.2,1018.0
2002-04-05,20,11.23,1018.0
2002-04-05,21,11.3,1017.5
2002-04-05,22,11.27,1017.0
2002-04-05,23,11.2,1017.0
2002-04-06,0,11.2,1016.33
2002-04-06,1,11.2,1015.33
2002-04-06,2,11.15,1014.75
2002-04-06,3,11.1,1014.0
2002-04-06,4,11.1,1014.0
2002-04-06,5,11.1,1013.0
2002-04-06,6,11.08,1012.08
2002-04-06,7,11,1011.67
2002-04-06,8,11,1011.0
2002-04-06,9,11,1010.75
2002-04-06,10,11,1010.0
2002-04-06,11,11,1008.58
2002-04-06,12,10.96,1007.75
2002-04-06,13,10.9,1006.58
2002-04-06,14,10.9,1006.0
2002-04-06,15,10.9,1005.08
2002-04-06,16,10.9,1004.42
2002-04-06,17,10.9,1004.0
2002-04-06,18,10.9,1003.08
2002-04-06,19,10.9,1003.17
2002-04-06,20,10.9,1004.0
2002-04-06,21,10.9,1004.67
2002-04-06,22,10.83,1004.0
2002-04-06,23,10.8,1004.0
2002-04-07,0,10.8,1004.0
2002-04-07,1,10.8,1005.0
2002-04-07,2,10.8,1005.0
2002-04-07,3,10.8,1005.0
2002-04-07,4,10.8,1005.5
2002-04-07,5,10.8,1006.0
2002-04-07,6,10.8,1006.0
2002-04-07,7,10.8,1006.83
2002-04-07,8,10.8,1007.0
2002-04-07,9,10.8,1007.33
2002-04-07,10,10.73,1007.25
2002-04-07,11,10.7,1006.92
2002-04-07,12,10.7,1007.0
2002-04-07,13,10.7,1006.08
2002-04-07,14,10.78,1004.92
2002-04-07,15,10.8,1004.0
2002-04-07,16,10.8,1004.08
2002-04-07,17,10.86,1004.0
2002-04-07,18,11.08,1004.0
2002-04-07,19,11,1004.0
2002-04-07,20,11,1005.0
2002-04-07,21,10.98,1004.42
2002-04-07,22,10.86,1004.42
2002-04-07,23,10.8,1004.5
2002-04-08,0,10.8,1004.58
2002-04-08,1,10.8,1004.75
2002-04-08,2,10.8,1005.0
2002-04-08,3,10.8,1005.0
2002-04-08,4,10.8,1005.17
2002-04-08,5,10.8,1005.75
2002-04-08,6,10.8,1006.0
2002-04-08,7,10.8,1006.42
2002-04-08,8,10.8,1007.0
2002-04-08,9,10.8,1007.85
2002-04-08,10,10.8,1008.42
2002-04-08,11,10.8,1009.0
2002-04-08,12,10.8,1008.08
2002-04-08,13,10.8,1008.0
2002-04-08,14,10.8,1007.63
2002-04-08,21,10.8,1008.0
2002-04-08,22,10.8,1008.0
2002-04-08,23,10.8,1008.0
2002-04-09,0,10.8,1008.0
2002-04-09,1,10.8,1007.83
2002-04-09,2,10.74,1007.58
2002-04-09,3,10.63,1008.0
2002-04-09,4,10.7,1008.17
2002-04-09,5,10.58,1008.75
2002-04-09,6,10.5,1009.0
2002-04-09,7,10.5,1009.5
2002-04-09,8,10.5,1010.0
2002-04-09,9,10.5,1010.0
2002-04-09,10,10.5,1010.0
2002-04-09,11,10.5,1010.0733333333334
2002-04-09,12,10.52,1010.1466666666666
2002-04-09,13,10.6,1010.22
2002-04-09,14,10.6,1010.67
2002-04-09,15,10.67,1010.0
2002-04-09,16,10.7,1011.0
2002-04-09,17,10.77,1011.0
2002-04-09,18,10.8,1011.17
2002-04-09,19,10.8,1012.0
2002-04-09,20,10.8,1012.33
2002-04-09,21,10.8,1013.0
2002-04-09,22,10.8,1013.0
2002-04-09,23,10.8,1012.75
2002-04-10,0,10.8,1013.0
2002-04-10,1,10.8,1013.0
2002-04-10,2,10.79,1013.0
2002-04-10,3,10.63,1013.3333333333334
2002-04-10,4,10.4,1013.6666666666666
2002-04-10,5,10.4,1014.0
2002-04-10,6,10.4,1014.0
2002-04-10,7,10.4,1014.0
2002-04-10,8,10.4,1014.92
2002-04-10,9,10.4,1015.0
2002-04-10,10,10.4,1015.5
2002-04-10,11,10.4,1015.25
2002-04-10,12,10.4,1015.0
2002-04-10,13,10.49,1015.0
2002-04-10,14,10.5,1015.0
2002-04-10,15,10.6,1014.5
2002-04-10,16,10.71,1014.75
2002-04-10,17,10.7,1015.0
2002-04-10,18,10.71,1015.0
2002-04-10,19,10.78,1015.83
2002-04-10,20,10.8,1016.67
2002-04-10,21,10.8,1017.0
2002-04-10,22,10.8,1016.83
2002-04-10,23,10.8,1016.75
2002-04-11,0,10.8,1017.0
2002-04-11,1,10.8,1016.33
2002-04-11,2,10.8,1016.0
2002-04-11,3,10.8,1016.0
2002-04-11,4,10.8,1016.0
2002-04-11,5,10.78,1016.1333333333333
2002-04-11,6,10.7,1016.2666666666667
2002-04-11,7,10.7,1016.4
2002-04-11,8,10.7,1016.67
2002-04-11,9,10.68,1016.92
2002-04-11,10,10.6,1017.0
2002-04-11,11,10.68,1016.5
2002-04-11,12,10.71,1016.0
2002-04-11,13,10.8,1015.67
2002-04-11,14,10.85,1015.25
2002-04-11,15,10.9,1015.0
2002-04-11,16,10.95,1015.0
2002-04-11,17,11,1015.0
2002-04-11,18,11,1014.8571428571429
2002-04-11,19,11,1014.7142857142857
2002-04-11,20,11.02,1014.5714285714286
2002-04-11,21,11.1,1014.4285714285714
2002-04-11,22,11.1,1014.2857142857143
2002-04-11,23,11.14,1014.1428571428571
2002-04-12,0,11.2,1014.0
2002-04-12,1,11.3,1014.08
2002-04-12,2,11.3,1014.0
2002-04-12,3,11.32,1013.67
2002-04-12,4,11.32,1013.83
2002-04-12,5,11.3,1013.0
2002-04-12,6,11.3,1013.08
2002-04-12,7,11.3,1013.42
2002-04-12,8,11.3,1013.42
2002-04-12,9,11.3,1014.0
2002-04-12,10,11.3,1014.0
2002-04-12,11,11.3,1013.17
2002-04-12,12,11.3,1012.83
2002-04-12,13,11.35,1012.0
2002-04-12,14,11.47,1011.0
2002-04-12,15,11.53,1010.0
2002-04-12,16,11.66,1009.92
2002-04-12,17,11.7,1009.08
2002-04-12,18,11.73,1008.58
2002-04-12,19,11.82,1008.0
2002-04-12,20,11.9,1007.67
2002-04-12,21,11.9,1007.0
2002-04-12,22,12,1006.5
2002-04-12,23,12,1005.67
2002-04-13,0,12,1005.0
2002-04-13,1,12,1005.17
2002-04-13,2,11.98,1005.17
2002-04-13,3,11.93,1006.0
2002-04-13,4,11.9,1006.0
2002-04-13,5,11.9,1007.0
2002-04-13,6,11.82,1007.08
2002-04-13,7,11.8,1007.92
2002-04-13,8,11.8,1008.42
2002-04-13,9,11.71,1009.17
2002-04-13,10,11.7,1010.0
2002-04-13,11,11.7,1010.92
2002-04-13,12,11.74,1011.0
2002-04-13,13,11.8,1011.0
2002-04-13,14,11.89,1011.0
2002-04-13,15,11.88,1011.0216666666666
2002-04-13,16,11.93,1011.0433333333333
2002-04-13,17,12.08,1011.065
2002-04-13,18,12.2,1011.0866666666667
2002-04-13,19,12.18,1011.1083333333333
2002-04-13,20,12.18,1011.13
2002-04-13,21,12.2,1011.0
2002-04-13,22,12.2,1011.0
2002-04-13,23,12.2,1010.63
2002-04-14,0,12.2,1009.75
2002-04-14,1,12.29,1009.0
2002-04-14,2,12.2,1008.25
2002-04-14,3,12.18,1008.0
2002-04-14,4,12.1,1007.33
2002-04-14,5,12.1,1007.5
2002-04-14,6,12.08,1008.0
2002-04-14,7,12,1008.0
2002-04-14,8,12,1008.11
2002-04-14,9,11.94,1008.25
2002-04-14,10,11.9,1008.42
2002-04-14,11,11.95,1009.0
2002-04-14,12,12,1009.0
2002-04-14,13,12,1009.0
2002-04-14,14,11.94,1008.5
2002-04-14,15,11.97,1008.0
2002-04-14,16,12.1,1008.0
2002-04-14,17,12.1,1008.0
2002-04-14,18,12.07,1008.0
2002-04-14,19,12,1008.2
2002-04-14,20,12,1009.0
2002-04-14,21,12,1009.25
2002-04-14,22,12,1009.83
2002-04-14,23,12,1010.0
2002-04-15,0,12.09,1010.83
2002-04-15,1,12.1,1010.0
2002-04-15,2,12.1,1009.92
2002-04-15,3,12.1,1009.92
2002-04-15,4,12.1,1010.33
2002-04-15,5,12.1,1011.0
2002-04-15,6,12.1,1011.0
2002-04-15,7,12.03,1011.25
2002-04-15,8,12,1012.0
2002-04-15,9,12,1012.08
2002-04-15,10,12,1012.17
2002-04-15,11,12,1012.17
2002-04-15,12,12,1011.67
2002-04-15,13,11.98,1011.0
2002-04-15,14,11.95,1010.17
2002-04-15,15,11.94,1010.0
2002-04-15,16,12,1009.83
2002-04-15,17,12,1009.92
2002-04-15,18,12,1010.0
2002-04-15,19,12,1010.0
2002-04-15,20,11.97,1010.67
2002-04-15,21,11.9,1011.0
2002-04-15,22,11.9,1011.0
2002-04-15,23,11.9,1011.0
2002-04-16,0,11.9,1010.25
2002-04-16,1,11.9,1009.33
2002-04-16,2,11.9,1008.33
2002-04-16,3,11.85,1007.08
2002-04-16,4,11.8,1006.75
2002-04-16,5,11.88,1006.0
2002-04-16,6,11.98,1005.92
2002-04-16,7,12,1005.33
2002-04-16,8,11.9,1004.92
2002-04-16,9,11.9,1004.0
2002-04-16,10,11.9,1002.92
2002-04-16,11,11.93,1001.83
2002-04-16,12,12.01,1000.17
2002-04-16,13,12.08,999.5
2002-04-16,14,12.06,997.75
2002-04-16,15,12.07,997.42
2002-04-16,16,12.22,997.5
2002-04-16,17,12.33,998.83
2002-04-16,18,12.27,999.17
2002-04-16,19,12.07,1000.92
2002-04-16,20,12.08,1001.67
2002-04-16,21,12,1003.25
2002-04-16,22,11.91,1004.25
2002-04-16,23,11.9,1005.0
2002-04-17,0,11.9,1004.92
2002-04-17,1,11.9,1005.0
2002-04-17,2,11.9,1004.42
2002-04-17,3,11.9,1004.0
2002-04-17,4,11.84,1003.83
2002-04-17,5,11.8,1003.67
2002-04-17,6,11.71,1003.92
2002-04-17,7,11.67,1004.58
2002-04-17,8,11.69,1005.0
2002-04-17,9,11.62,1005.23
2002-04-17,10,11.6,1006.0
2002-04-17,11,11.6,1006.0
2002-04-17,12,11.6,1006.0
2002-04-17,13,11.6,1006.25
2002-04-17,14,11.65,1006.5
2002-04-17,15,11.7,1006.75
2002-04-17,16,11.71,1007.0
2002-04-17,17,11.78,1007.0
2002-04-17,18,11.8,1007.67
2002-04-17,19,11.8,1008.67
2002-04-17,20,11.8,1009.58
2002-04-17,21,11.8,1010.17
2002-04-17,22,11.8,1011.0
2002-04-17,23,11.72,1011.08
2002-04-18,0,11.7,1012.0
2002-04-18,1,11.7,1012.08
2002-04-18,2,11.53,1012.0
2002-04-18,3,11.5,1012.33
2002-04-18,4,11.59,1012.92
2002-04-18,5,11.6,1012.92
2002-04-18,6,11.6,1013.0
2002-04-18,7,11.6,1013.0
2002-04-18,8,11.6,1013.0
2002-04-18,9,11.6,1013.9
2002-04-18,10,11.6,1014.67
2002-04-18,11,11.68,1015.0
2002-04-18,12,11.7,1014.92
2002-04-18,13,11.7,1015.0
2002-04-18,14,11.7,1014.5
2002-04-18,15,11.77,1014.08
2002-04-18,16,11.8,1015.0
2002-04-18,17,11.88,1015.75
2002-04-18,18,11.97,1016.58
2002-04-18,19,11.97,1017.08
2002-04-18,20,11.96,1018.08
2002-04-18,21,11.9,1019.0
2002-04-18,22,11.9,1019.0
2002-04-18,23,11.9,1019.0
2002-04-19,0,11.9,1019.25
2002-04-19,1,11.84,1019.5
2002-04-19,2,11.81,1019.75
2002-04-19,3,11.8,1020.0
2002-04-19,4,11.8,1020.0
2002-04-19,5,11.8,1020.0
2002-04-19,6,11.8,1020.36
2002-04-19,7,11.8,1021.0
2002-04-19,8,11.79,1020.5
2002-04-19,9,11.7,1020.33
2002-04-19,10,11.7,1020.42
2002-04-19,11,11.7,1020.17
2002-04-19,12,11.7,1020.0
2002-04-19,13,11.76,1019.17
2002-04-19,14,11.8,1019.08
2002-04-19,15,11.88,1019.0
2002-04-19,16,12,1018.42
2002-04-19,17,12,1018.0
2002-04-19,18,12.07,1018.0
2002-04-19,19,12,1018.0
2002-04-19,20,12.1,1018.5
2002-04-19,21,12.05,1019.0
2002-04-19,22,12.03,1018.25
2002-04-19,23,12,1018.0
2002-04-20,0,12,1018.08
2002-04-20,1,12,1018.0
2002-04-20,2,11.98,1017.42
2002-04-20,3,11.9,1016.5
2002-04-20,4,11.9,1016.0
2002-04-20,5,11.86,1016.0
2002-04-20,6,11.8,1016.75
2002-04-20,7,11.72,1017.0
2002-04-20,8,11.7,1016.42
2002-04-20,9,11.7,1016.0
2002-04-20,10,11.7,1016.0
2002-04-20,11,11.7,1015.42
2002-04-20,12,11.7,1014.83
2002-04-20,13,11.7,1013.83
2002-04-20,14,11.7,1012.83
2002-04-20,15,11.7,1012.0
2002-04-20,16,11.7,1012.0
2002-04-20,17,11.7,1011.92
2002-04-20,18,11.7,1012.0
2002-04-20,19,11.72,1011.25
2002-04-20,20,11.71,1012.0
2002-04-20,21,11.7,1012.0
2002-04-20,22,11.77,1012.0
2002-04-20,23,11.8,1011.0
2002-04-21,0,11.8,1011.0
2002-04-21,1,11.8,1010.42
2002-04-21,2,11.73,1010.0
2002-04-21,3,11.7,1010.0
2002-04-21,4,11.7,1010.0
2002-04-21,5,11.7,1009.88
2002-04-21,6,11.68,1010.0
2002-04-21,7,11.6,1010.0
2002-04-21,8,11.6,1010.0
2002-04-21,9,11.55,1010.35
2002-04-21,10,11.5,1010.7
2002-04-21,11,11.5,1010.92
2002-04-21,12,11.52,1010.0
2002-04-21,13,11.66,1010.0
2002-04-21,14,11.63,1010.0
2002-04-21,15,11.6,1010.2725
2002-04-21,16,11.6,1010.5450000000001
2002-04-21,17,11.59,1010.8175
2002-04-21,18,11.56,1011.09
2002-04-21,19,11.58,1011.75
2002-04-21,20,11.6,1012.92
2002-04-21,21,11.6,1013.25
2002-04-21,22,11.6,1013.17
2002-04-21,23,11.6,1013.0
2002-04-22,0,11.6,1013.0
2002-04-22,1,11.6,1013.0
2002-04-22,2,11.56,1013.2
2002-04-22,3,11.54,1013.4
2002-04-22,4,11.6,1013.6
2002-04-22,5,11.55,1013.8
2002-04-22,6,11.5,1014.0
2002-04-22,7,11.5,1014.0
2002-04-22,8,11.5,1014.0
2002-04-22,9,11.48,1014.0
2002-04-22,10,11.32,1014.3333333333334
2002-04-22,11,11.3,1014.6666666666666
2002-04-22,21,11.75,1015.0
2002-04-22,22,11.7,1015.0
2002-04-22,23,11.6,1015.0
2002-04-23,0,11.6,1015.0
2002-04-23,1,11.51,1014.58
2002-04-23,2,11.58,1014.0
2002-04-23,3,11.6,1014.0
2002-04-23,4,11.6,1013.08
2002-04-23,5,11.6,1013.0
2002-04-23,6,11.6,1013.0
2002-04-23,7,11.6,1013.0
2002-04-23,8,11.5,1012.828
2002-04-23,9,11.5,1012.656
2002-04-23,10,11.5,1012.484
2002-04-23,11,11.58,1012.312
2002-04-23,12,11.67,1012.14
2002-04-23,13,11.7,1011.0
2002-04-23,14,11.7,1011.0
2002-04-23,15,11.7,1010.58
2002-04-23,16,11.7,1010.0
2002-04-23,17,11.7,1009.33
2002-04-23,18,11.7,1009.0
2002-04-23,19,11.66,1009.0
2002-04-23,20,11.7,1009.0
2002-04-23,21,11.7,1008.5
2002-04-23,22,11.74,1008.0
2002-04-23,23,11.67,1008.0
2002-04-24,0,11.5,1007.67
2002-04-24,1,11.5,1007.0
2002-04-24,2,11.48,1006.25
2002-04-24,3,11.41,1006.08
2002-04-24,4,11.48,1006.17
2002-04-24,5,11.66,1007.08
2002-04-24,6,11.72,1008.0
2002-04-24,7,11.8,1008.58
2002-04-24,8,11.8,1009.17
2002-04-24,9,11.8,1010.0
2002-04-24,10,11.8,1010.0
2002-04-24,11,11.8,1009.25
2002-04-24,12,11.87,1009.0
2002-04-24,13,11.97,1009.58
2002-04-24,14,12,1008.92
2002-04-24,15,12,1008.0
2002-04-24,16,12,1008.17
2002-04-24,17,12,1009.0
2002-04-24,18,12,1010.08
2002-04-24,19,12,1011.25
2002-04-24,20,12,1012.17
2002-04-24,21,11.98,1013.42
2002-04-24,22,11.9,1015.0
2002-04-24,23,11.9,1015.92
2002-04-25,0,11.9,1016.58
2002-04-25,1,11.9,1017.0
2002-04-25,2,11.88,1017.08
2002-04-25,3,11.8,1017.58
2002-04-25,4,11.73,1017.83
2002-04-25,5,11.7,1018.33
2002-04-25,6,11.7,1019.58
2002-04-25,7,11.7,1020.83
2002-04-25,8,11.7,1021.92
2002-04-25,9,11.7,1022.08
2002-04-25,10,11.7,1023.0
2002-04-25,11,11.7,1022.83
2002-04-25,12,11.7,1022.5
2002-04-25,13,11.7,1022.0
2002-04-25,14,11.7,1022.0
2002-04-25,15,11.7,1022.0
2002-04-25,16,11.75,1022.2
2002-04-25,17,11.89,1022.4
2002-04-25,18,11.92,1022.6
2002-04-25,19,12.01,1022.8
2002-04-25,20,12.01,1023.0
2002-04-25,21,12,1023.0
2002-04-25,22,12,1023.33
2002-04-25,23,12,1024.0
2002-04-26,0,12.02,1024.0
2002-04-26,1,12.1,1023.89
2002-04-26,2,12.1,1023.0
2002-04-26,3,12.03,1023.25
2002-04-26,4,11.92,1023.83
2002-04-26,5,11.81,1024.0
2002-04-26,6,11.76,1024.17
2002-04-26,7,11.7,1025.0
2002-04-26,8,11.8,1025.33
2002-04-26,9,11.8,1026.0
2002-04-26,10,11.8,1026.0
2002-04-26,11,11.8,1026.0
2002-04-26,12,11.8,1025.6666666666667
2002-04-26,13,11.91,1025.3333333333333
2002-04-26,14,12,1025.0
2002-04-26,15,12.06,1025.0
2002-04-26,16,12.18,1025.0
2002-04-26,17,12.37,1025.0
2002-04-26,18,12.48,1025.25
2002-04-26,19,12.52,1025.5
2002-04-26,20,12.51,1025.75
2002-04-26,21,12.5,1026.0
2002-04-26,22,12.48,1026.0
2002-04-26,23,12.42,1026.0
2002-04-27,0,12.36,1025.5
2002-04-27,1,12.39,1025.0
2002-04-27,2,12.5,1025.0
2002-04-27,3,12.5,1024.08
2002-04-27,4,12.41,1024.67
2002-04-27,5,12.38,1024.92
2002-04-27,6,12.3,1025.33
2002-04-27,7,12.23,1025.5
2002-04-27,8,12.2,1025.58
2002-04-27,9,12.2,1025.58
2002-04-27,10,12.2,1025.58
2002-04-27,11,12.2,1025.0
2002-04-27,12,12.2,1025.0
2002-04-27,13,12.2,1024.75
2002-04-27,14,12.2,1024.0
2002-04-27,15,12.2,1023.42
2002-04-27,16,12.29,1023.0
2002-04-27,17,12.38,1023.08
2002-04-27,18,12.45,1023.0
2002-04-27,19,12.5,1023.0
2002-04-27,20,12.5,1023.67
2002-04-27,21,12.44,1024.0
2002-04-27,22,12.4,1024.0
2002-04-27,23,12.4,1024.0
2002-04-28,0,12.32,1023.8
2002-04-28,1,12.3,1023.0
2002-04-28,2,12.3,1023.0
2002-04-28,3,12.23,1023.0
2002-04-28,4,12.2,1023.25
2002-04-28,5,12.2,1023.5
2002-04-28,6,12.2,1023.75
2002-04-28,7,12.2,1024.0
2002-04-28,8,12.2,1024.0
2002-04-28,9,12.2,1024.0
2002-04-28,10,12.2,1024.0
2002-04-28,11,12.2,1023.6666666666666
2002-04-28,12,12.22,1023.3333333333334
2002-04-28,13,12.3,1023.0
2002-04-28,14,12.3,1022.58
2002-04-28,15,12.42,1022.0
2002-04-28,16,12.58,1022.0
2002-04-28,17,12.7,1022.0
2002-04-28,18,12.7,1021.9175
2002-04-28,19,12.7,1021.835
2002-04-28,20,12.7,1021.7524999999999
2002-04-28,21,12.7,1021.67
2002-04-28,22,12.68,1022.0
2002-04-28,23,12.6,1021.42
2002-04-29,0,12.6,1020.58
2002-04-29,1,12.6,1020.0
2002-04-29,2,12.6,1019.0
2002-04-29,3,12.5,1018.83
2002-04-29,4,12.5,1018.0
2002-04-29,5,12.5,1017.25
2002-04-29,6,12.5,1017.0
2002-04-29,7,12.5,1017.0
2002-04-29,8,12.5,1017.0
2002-04-29,9,12.5,1016.0
2002-04-29,10,12.5,1016.0
2002-04-29,11,12.5,1015.58
2002-04-29,12,12.5,1014.5
2002-04-29,13,12.5,1013.75
2002-04-29,14,12.5,1012.67
2002-04-29,15,12.5,1011.5
2002-04-29,16,12.5,1010.58
2002-04-29,17,12.5,1010.0
2002-04-29,18,12.5,1010.0
2002-04-29,19,12.51,1010.08
2002-04-29,20,12.5,1010.0
2002-04-29,21,12.48,1010.0
2002-04-29,22,12.53,1010.0
2002-04-29,23,12.53,1009.0
2002-04-30,0,12.7,1008.67
2002-04-30,1,12.7,1007.75
2002-04-30,2,12.61,1007.0
2002-04-30,3,12.69,1007.0
2002-04-30,4,12.7,1007.08
2002-04-30,5,12.7,1007.0
2002-04-30,6,12.7,1007.0
2002-04-30,7,12.7,1007.0
2002-04-30,8,12.65,1008.0
2002-04-30,9,12.5,1007.38
2002-04-30,10,12.69,1008.75
2002-04-30,11,12.64,1009.0
